shopid;orderid;buyerid;itemid;gmv;order_time
2450;1098627;1892;7158109;82.0;05/01/2020
2748;1098635;3600;3101482;82.0;23/05/2020
2529;1098641;1800;9142014;50.0;11/06/2020
2715;1098649;4148;8088912;9.0;07/07/2020
2050;1098651;1735;1792400;70.0;29/10/2020
2550;1098659;4117;4411775;72.0;14/10/2020
2233;1098663;3122;5317264;89.0;16/01/2020
2641;1098665;1425;5550991;68.0;08/02/2020
2326;1098671;2775;8348142;2.0;21/05/2020
2626;1098674;3198;2158146;23.0;07/03/2020
2873;1098676;2548;9319607;89.0;15/04/2020
2701;1098680;4889;4215425;97.0;12/02/2020
2268;1098683;3163;2897067;17.0;12/03/2020
2287;1098692;2714;4535042;26.0;27/08/2020
2356;1098699;1169;4183572;35.0;07/04/2020
2307;1098708;4982;3010809;98.0;11/01/2020
2856;1098709;1731;8480681;13.0;27/03/2020
2146;1098713;1626;4644527;9.0;06/07/2020
2135;1098722;3089;6913346;96.0;27/03/2020
2106;1098731;2411;8721908;32.0;03/01/2020
2370;1098740;3889;2844888;18.0;28/04/2020
2669;1098743;4957;1959823;3.0;05/11/2020
2467;1098747;1300;3425347;80.0;29/03/2020
2658;1098755;1135;6282726;56.0;31/08/2020
2832;1098761;3554;6067332;19.0;05/09/2020
2943;1098770;4657;7812604;91.0;29/05/2020
2490;1098773;4401;1309759;56.0;21/08/2020
2712;1098777;2627;8580635;85.0;29/11/2020
2227;1098780;1588;2738381;87.0;11/07/2020
2374;1098788;4777;8731102;2.0;26/10/2020
2861;1098789;4813;3927979;86.0;02/02/2020
2666;1098795;2440;4501462;50.0;18/12/2020
2204;1098800;3058;7910497;23.0;25/05/2020
2160;1098807;1965;6113198;69.0;15/10/2020
2501;1098816;1031;1756992;63.0;28/02/2020
2619;1098819;2975;4869474;100.0;01/10/2020
2149;1098827;2886;3586931;49.0;21/03/2020
2218;1098835;1428;1942178;82.0;30/03/2020
2836;1098844;2079;8980511;92.0;14/10/2020
2250;1098848;4805;6030136;43.0;28/04/2020
2942;1098858;2627;3911229;74.0;12/11/2020
2478;1098862;2711;1749991;51.0;02/08/2020
2271;1098872;4867;3744202;43.0;09/09/2020
2589;1098878;3771;8531385;24.0;20/07/2020
2098;1098887;2741;8108935;12.0;13/06/2020
2155;1098889;3503;1536006;66.0;01/03/2020
2656;1098893;4712;5952052;78.0;30/12/2020
2233;1098894;3121;4609476;7.0;06/03/2020
2268;1098904;1404;7872374;4.0;03/07/2020
2250;1098910;4490;5161040;72.0;27/10/2020
2777;1098916;3471;1718239;19.0;06/05/2020
2057;1098919;1645;8035739;77.0;26/12/2020
2947;1098921;4112;5539435;19.0;23/03/2020
2673;1098928;3474;1952137;40.0;15/11/2020
2850;1098929;1402;4480431;6.0;09/12/2020
2754;1098939;2977;9252617;44.0;11/09/2020
2135;1098942;3521;8946984;80.0;21/10/2020
2547;1098946;4408;4855591;73.0;26/12/2020
3000;1098952;2345;5905680;27.0;20/02/2020
2401;1098962;1013;1338881;31.0;04/07/2020
2217;1098970;4733;8352078;87.0;21/09/2020
2903;1098980;3342;9250817;5.0;15/03/2020
2079;1098981;4954;6804648;99.0;28/03/2020
2368;1098991;4411;8608945;26.0;07/09/2020
2805;1098993;1482;7413645;30.0;22/07/2020
2538;1099003;1249;7528605;34.0;01/09/2020
2866;1099009;3842;1639620;17.0;18/10/2020
2197;1099015;4949;2382889;59.0;09/06/2020
2191;1099021;1018;6250618;24.0;08/01/2020
2276;1099029;2991;7902063;8.0;07/07/2020
2033;1099030;3565;9015764;78.0;08/08/2020
2667;1099032;1213;3216895;31.0;27/04/2020
2305;1099034;3148;2905845;38.0;16/07/2020
2386;1099043;4806;1787924;56.0;04/12/2020
2327;1099046;3598;6933060;32.0;26/07/2020
2314;1099048;1866;3536503;15.0;22/09/2020
2480;1099056;3360;2426572;56.0;28/03/2020
2328;1099065;3207;8537737;4.0;05/03/2020
2566;1099068;2199;7027315;81.0;08/06/2020
2960;1099076;3461;7955014;53.0;25/08/2020
2072;1099082;1496;7432659;12.0;12/08/2020
2496;1099085;2027;2264138;4.0;19/02/2020
2321;1099093;4085;6497621;100.0;06/12/2020
2871;1099097;1776;8431061;20.0;04/04/2020
2238;1099107;4338;2237950;87.0;18/04/2020
2099;1099115;2137;7654919;71.0;25/10/2020
2544;1099116;4901;5023026;55.0;28/08/2020
2575;1099124;2460;2286470;90.0;23/03/2020
2778;1099133;1190;7068178;26.0;31/05/2020
2126;1099141;1783;8014274;97.0;13/02/2020
2228;1099145;2609;1920069;16.0;08/02/2020
2919;1099153;1893;6790383;16.0;29/11/2020
2687;1099160;1413;4624499;54.0;05/07/2020
2859;1099163;3704;3389546;45.0;22/12/2020
2678;1099170;2435;6737569;45.0;20/12/2020
2499;1099173;2650;8544924;63.0;23/11/2020
2233;1099182;2349;8342626;3.0;26/07/2020
2697;1099185;3812;6100951;99.0;24/05/2020
2227;1099187;1764;1414464;28.0;15/09/2020
2120;1099195;2590;1375646;38.0;17/07/2020
2779;1099202;4091;5958867;2.0;04/03/2020
2566;1099211;3027;8931622;15.0;06/01/2020
2467;1099218;4932;2973640;34.0;10/01/2020
2171;1099226;3076;8554632;30.0;05/11/2020
2439;1099228;3582;3661383;95.0;25/03/2020
2360;1099236;2988;8417643;20.0;21/07/2020
2860;1099244;3700;4702675;9.0;14/10/2020
2518;1099252;1420;5894458;74.0;16/11/2020
2561;1099262;4639;5369689;34.0;11/01/2020
2923;1099268;3996;2256875;82.0;03/01/2020
2883;1099273;4748;1529523;47.0;23/11/2020
2023;1099281;2688;2271761;69.0;18/12/2020
2100;1099283;4616;5111034;63.0;03/03/2020
2224;1099289;4863;6126497;34.0;27/03/2020
2339;1099298;1873;8157529;33.0;10/11/2020
2673;1099303;3601;4427433;85.0;11/05/2020
2098;1099312;1623;1799234;6.0;22/01/2020
2293;1099319;3469;7071008;11.0;08/03/2020
2615;1099325;1688;1978820;36.0;17/06/2020
2279;1099333;1234;4429456;21.0;05/05/2020
2136;1099338;2142;2037924;74.0;30/11/2020
2548;1099345;3670;3801886;24.0;17/10/2020
2460;1099346;3078;3315820;74.0;18/03/2020
2602;1099350;4993;5160137;61.0;30/10/2020
2310;1099354;3898;2940184;45.0;21/08/2020
2318;1099364;3797;1628898;39.0;02/10/2020
2556;1099370;4823;5637728;62.0;06/11/2020
2414;1099371;1397;1885966;67.0;03/11/2020
2599;1099372;2442;8644849;54.0;16/06/2020
2538;1099373;1937;7830985;22.0;20/07/2020
2190;1099379;4035;3983312;46.0;10/04/2020
2506;1099384;4617;7951820;42.0;26/06/2020
2156;1099385;3435;7015952;61.0;25/07/2020
2309;1099395;2889;2879468;46.0;24/04/2020
2245;1099402;2525;3859620;39.0;09/12/2020
2366;1099404;4443;7970240;36.0;09/02/2020
2505;1099414;2179;3090905;10.0;11/12/2020
2131;1099420;1680;8671763;9.0;25/03/2020
2243;1099421;1757;2515029;23.0;07/02/2020
2575;1099423;3497;2319475;80.0;26/05/2020
2008;1099429;4342;8678982;43.0;25/05/2020
2649;1099438;1239;3932503;35.0;03/12/2020
2169;1099448;2866;2984903;66.0;23/10/2020
2337;1099454;1791;4684078;32.0;01/03/2020
2195;1099460;3487;7871142;81.0;15/04/2020
2768;1099463;1970;3265898;52.0;09/07/2020
2194;1099464;2480;2275214;72.0;08/09/2020
2507;1099466;4938;7419111;92.0;18/06/2020
2876;1099471;3452;9329431;65.0;21/02/2020
2675;1099479;3039;1576578;27.0;07/07/2020
2512;1099481;2238;6685775;100.0;21/11/2020
2316;1099490;1802;7665455;10.0;27/08/2020
2254;1099494;4561;3379201;92.0;21/01/2020
2409;1099500;2394;5521686;95.0;31/08/2020
2235;1099507;4561;1666309;45.0;24/08/2020
2998;1099508;1232;3617211;37.0;12/05/2020
2232;1099516;2483;6419419;44.0;13/03/2020
2938;1099524;3516;5981783;94.0;07/10/2020
2029;1099534;3877;7669470;55.0;10/02/2020
2640;1099536;1175;6726340;94.0;15/08/2020
2403;1099540;1258;3289713;71.0;22/06/2020
2066;1099546;1148;8265882;89.0;03/11/2020
2546;1099555;2593;1848070;33.0;15/11/2020
2152;1099556;4339;2939050;8.0;10/03/2020
2720;1099557;2478;8740824;57.0;25/05/2020
2104;1099567;2321;4741993;49.0;03/09/2020
2988;1099575;4692;5954528;30.0;08/12/2020
2373;1099582;2105;6806564;81.0;03/02/2020
2605;1099588;2860;6188987;35.0;06/11/2020
2787;1099592;4599;4870661;80.0;08/02/2020
2598;1099601;3496;7663655;68.0;19/06/2020
2773;1099610;2832;4509631;1.0;30/03/2020
2827;1099611;2003;4628828;85.0;12/09/2020
2288;1099614;3381;6859812;85.0;07/08/2020
2911;1099618;1523;3963932;78.0;25/10/2020
2564;1099624;1375;3160000;50.0;08/01/2020
2960;1099628;2102;6946009;73.0;28/05/2020
2540;1099637;3959;5427609;44.0;14/11/2020
2032;1099641;3158;6185751;100.0;28/01/2020
2547;1099642;2539;2188543;84.0;18/06/2020
2278;1099649;2897;3420355;76.0;19/08/2020
2930;1099653;1148;6963001;60.0;06/06/2020
2164;1099656;4577;7044023;67.0;15/08/2020
2316;1099658;2745;3627668;24.0;01/09/2020
2324;1099664;3691;7731633;94.0;26/04/2020
2240;1099668;3904;9247177;13.0;11/09/2020
2797;1099672;3218;6600925;11.0;08/10/2020
2467;1099678;3289;2803614;32.0;20/06/2020
2783;1099682;1469;5643354;10.0;24/12/2020
2340;1099688;4691;2038954;32.0;08/04/2020
2069;1099698;3223;5550823;61.0;15/11/2020
2493;1099708;3316;4416743;74.0;22/04/2020
2125;1099711;3790;2199417;36.0;25/10/2020
2204;1099720;4985;7573452;3.0;05/05/2020
2287;1099729;1381;1486643;86.0;09/07/2020
2710;1099730;1998;7385391;92.0;25/01/2020
2426;1099736;4442;1335478;14.0;05/05/2020
2640;1099737;4205;8259288;55.0;07/12/2020
2391;1099747;4418;8097726;26.0;14/12/2020
2125;1099754;1031;3811800;92.0;04/11/2020
2554;1099755;1050;4766660;2.0;12/11/2020
2272;1099760;3566;7039021;22.0;13/10/2020
2934;1099764;3762;3847416;19.0;25/02/2020
2473;1099768;1388;8144445;12.0;25/09/2020
2892;1099774;2336;7650196;46.0;07/06/2020
2344;1099781;4347;4808589;52.0;08/01/2020
2942;1099782;3246;9062146;75.0;27/01/2020
2760;1099791;4202;2791500;75.0;11/04/2020
2765;1099798;2288;5877749;11.0;28/11/2020
2486;1099803;3147;3311925;30.0;17/06/2020
2139;1099805;2456;4996214;57.0;30/09/2020
2149;1099815;3302;6226340;11.0;23/09/2020
2980;1099824;3753;6938353;47.0;18/12/2020
2031;1099827;4673;4429210;49.0;27/01/2020
2408;1099836;1889;7218782;88.0;01/09/2020
2375;1099845;4348;3054638;77.0;27/11/2020
2666;1099854;4302;7758048;56.0;26/05/2020
2192;1099857;1142;6735065;31.0;01/12/2020
2663;1099860;4975;6229048;81.0;29/02/2020
2195;1099867;3891;1761754;64.0;08/12/2020
2932;1099877;4102;7429761;88.0;28/06/2020
2348;1099885;3409;6221696;44.0;20/05/2020
2873;1099892;2407;8062788;53.0;25/12/2020
2241;1099902;1016;7143920;77.0;12/11/2020
2598;1099911;4398;7126822;62.0;14/02/2020
2957;1099914;3459;7609681;11.0;22/11/2020
2616;1099924;3013;8912224;56.0;06/12/2020
2759;1099931;1016;2774302;74.0;07/12/2020
2378;1099935;3338;4444031;1.0;03/03/2020
2112;1099938;1789;4680486;41.0;28/04/2020
2896;1099947;4824;2606203;19.0;19/04/2020
2514;1099955;1414;3909176;30.0;31/08/2020
2465;1099961;2022;3091005;74.0;12/02/2020
2626;1099966;2614;2723779;31.0;04/10/2020
2594;1099970;1948;9317476;42.0;19/04/2020
2376;1099977;2884;8585258;80.0;04/12/2020
2376;1099982;2353;7419554;49.0;22/03/2020
2326;1099991;3738;8888099;20.0;26/12/2020
2806;1099998;1992;5892820;64.0;24/08/2020
2967;1100001;4945;8185227;29.0;06/12/2020
2217;1100002;2206;4065502;17.0;17/07/2020
2744;1100012;1459;6409680;58.0;24/01/2020
2945;1100020;2750;2883680;41.0;20/09/2020
2018;1100021;1811;8463737;14.0;15/12/2020
2053;1100026;1112;9246421;96.0;05/06/2020
2908;1100034;4194;3820982;49.0;18/10/2020
2334;1100036;3099;4047385;80.0;07/06/2020
2280;1100045;2759;6049341;35.0;11/01/2020
2595;1100050;4477;7473658;13.0;03/01/2020
2899;1100054;1736;3098160;24.0;07/12/2020
2764;1100057;1443;7152160;23.0;17/04/2020
2985;1100061;3454;6715825;93.0;19/03/2020
2644;1100062;4588;4564992;30.0;11/12/2020
2351;1100064;1240;3427434;2.0;03/03/2020
2976;1100070;2848;8920466;70.0;25/09/2020
2537;1100073;3089;8799616;90.0;29/06/2020
2537;1100075;2007;2686051;57.0;13/05/2020
2802;1100076;3717;7344885;19.0;07/02/2020
2372;1100077;3096;9344075;45.0;19/08/2020
2640;1100085;1193;2460011;72.0;24/05/2020
2439;1100086;1020;1437966;93.0;10/09/2020
2369;1100087;2641;6747939;4.0;19/07/2020
2644;1100090;1912;7291828;99.0;25/03/2020
2588;1100091;3953;7024793;65.0;07/07/2020
2854;1100093;1514;4348101;57.0;09/11/2020
2078;1100103;3158;4331526;61.0;06/05/2020
2820;1100108;2869;6354120;88.0;11/11/2020
2040;1100116;1040;9262234;7.0;14/12/2020
2746;1100117;2531;5577669;45.0;29/02/2020
2444;1100122;4091;5396879;11.0;14/04/2020
2021;1100129;2528;7587403;16.0;05/10/2020
2780;1100137;3397;4824841;14.0;29/03/2020
2815;1100140;4781;6049166;54.0;26/10/2020
2933;1100148;1751;2227075;79.0;28/12/2020
2979;1100157;1941;7965081;99.0;26/03/2020
2543;1100164;4322;5991167;45.0;10/09/2020
2296;1100172;4503;3361938;55.0;21/05/2020
2637;1100182;2906;7420647;40.0;02/03/2020
2651;1100183;2851;5663348;8.0;16/01/2020
2795;1100184;4608;3920345;62.0;18/02/2020
2862;1100186;4783;4210289;24.0;24/12/2020
2845;1100193;3773;6863503;23.0;12/06/2020
2768;1100195;3625;8253028;68.0;19/10/2020
2365;1100203;3361;5154490;2.0;30/03/2020
2343;1100213;3019;2672900;98.0;09/09/2020
2099;1100216;2209;3503295;47.0;14/05/2020
2696;1100224;4156;8751359;57.0;25/08/2020
2254;1100227;1320;9049254;60.0;03/05/2020
2562;1100233;3756;4281326;66.0;14/11/2020
2022;1100238;2292;2734256;82.0;24/03/2020
2002;1100241;1317;3907488;20.0;25/04/2020
2282;1100247;3966;6065379;11.0;20/02/2020
2344;1100256;1682;9278132;53.0;26/01/2020
2845;1100266;1201;8455726;41.0;10/06/2020
2916;1100270;1948;5474185;67.0;28/07/2020
2257;1100273;2592;8281982;28.0;24/10/2020
2576;1100277;1805;2749542;22.0;08/12/2020
2826;1100286;3268;6740352;34.0;23/09/2020
2133;1100289;2653;6895115;7.0;11/02/2020
2735;1100295;2371;2552321;75.0;15/02/2020
2041;1100301;2126;7330156;6.0;25/01/2020
2622;1100308;4979;8420187;19.0;11/01/2020
2200;1100309;4756;6446708;92.0;15/12/2020
2070;1100316;1413;1796128;1.0;29/04/2020
2886;1100318;2585;5864440;7.0;24/02/2020
2608;1100319;3461;8085770;16.0;16/02/2020
2406;1100327;2537;1830212;35.0;25/11/2020
2501;1100336;3396;6196502;36.0;11/09/2020
2019;1100346;2859;3572591;77.0;08/06/2020
2320;1100349;2889;8973429;33.0;28/06/2020
2931;1100352;2398;7056431;33.0;23/06/2020
2349;1100353;3912;7940083;55.0;15/07/2020
2709;1100356;3724;7831708;35.0;18/05/2020
2103;1100359;4236;6477353;50.0;15/08/2020
2147;1100367;5000;8023806;61.0;11/03/2020
2880;1100376;1190;6026396;91.0;06/07/2020
2023;1100380;2623;3160153;79.0;22/04/2020
2494;1100386;3725;5561280;96.0;03/05/2020
2227;1100387;2471;1689106;99.0;25/07/2020
2013;1100394;2121;6127352;56.0;19/10/2020
2365;1100399;4995;3114095;31.0;22/02/2020
2121;1100404;4072;4802232;39.0;01/08/2020
2185;1100414;2762;6546884;2.0;13/03/2020
2855;1100415;2864;5884102;75.0;18/03/2020
2821;1100424;3322;3214583;32.0;14/08/2020
2131;1100427;1871;5141933;39.0;16/08/2020
2977;1100429;4815;9240022;65.0;24/09/2020
2988;1100436;3446;2683293;70.0;18/04/2020
2776;1100442;1741;2228572;49.0;11/07/2020
2972;1100443;3496;6592648;15.0;29/01/2020
2932;1100449;1224;1905606;45.0;29/09/2020
2328;1100451;3527;3095187;82.0;13/11/2020
2096;1100452;2582;2538501;3.0;05/09/2020
2972;1100460;4378;6236795;1.0;06/07/2020
2719;1100461;4393;3097414;48.0;15/08/2020
2419;1100467;2732;4357135;76.0;03/04/2020
2071;1100470;3087;4697660;53.0;03/11/2020
2714;1100471;4190;8050398;2.0;14/02/2020
2713;1100477;2359;8511667;6.0;20/11/2020
2826;1100480;4147;6512458;13.0;11/04/2020
2674;1100483;3831;6845613;33.0;27/01/2020
2334;1100492;3493;7239184;16.0;03/06/2020
2625;1100500;4375;2113998;39.0;22/03/2020
2682;1100510;4155;8780028;60.0;29/05/2020
2707;1100511;2272;6806170;6.0;01/03/2020
2916;1100514;3517;8891701;63.0;23/04/2020
2377;1100522;4102;2031360;53.0;18/05/2020
2892;1100527;2489;7501174;75.0;31/07/2020
2562;1100529;1937;8107269;25.0;28/06/2020
2182;1100535;2854;6871831;52.0;01/06/2020
2117;1100541;4035;5635182;31.0;16/11/2020
2817;1100544;4130;8914927;3.0;28/05/2020
2592;1100546;3265;5972736;57.0;31/10/2020
2802;1100551;3007;4074245;12.0;12/06/2020
2808;1100552;3162;4965093;10.0;23/12/2020
2105;1100557;3756;8550745;57.0;09/11/2020
2710;1100561;1927;6366240;80.0;30/04/2020
2400;1100571;3944;6429139;85.0;27/10/2020
2565;1100576;3309;2225603;3.0;20/03/2020
2060;1100579;1748;3863533;50.0;09/05/2020
2296;1100580;2551;2736401;95.0;15/07/2020
2010;1100585;3381;3027597;32.0;12/05/2020
2245;1100591;4673;5792276;69.0;13/03/2020
2799;1100600;3650;2711129;14.0;24/12/2020
2196;1100607;2518;8590805;17.0;08/05/2020
2843;1100610;3876;8586836;91.0;04/03/2020
2281;1100612;3334;7097005;3.0;23/12/2020
2605;1100619;3112;4085444;91.0;09/06/2020
2120;1100620;2955;3511125;75.0;31/08/2020
2444;1100630;2083;7210510;22.0;01/10/2020
2475;1100640;4186;2556759;39.0;03/04/2020
2183;1100649;4629;6255611;42.0;10/08/2020
2423;1100659;4685;9015028;91.0;21/06/2020
2534;1100660;4569;4871830;97.0;15/04/2020
2564;1100661;1696;3250540;94.0;08/04/2020
2684;1100664;4789;5957169;36.0;27/01/2020
2031;1100670;4127;9110409;2.0;02/02/2020
2323;1100676;3153;1688658;51.0;09/05/2020
2809;1100678;4475;3818385;60.0;15/05/2020
2933;1100684;4754;7615655;53.0;04/04/2020
2753;1100688;1889;9135073;59.0;07/06/2020
2961;1100696;1256;3800747;53.0;21/09/2020
2339;1100705;4868;3163685;79.0;21/10/2020
2625;1100713;3762;5627252;22.0;30/01/2020
2692;1100722;2227;6627585;95.0;26/08/2020
2967;1100725;3451;1802601;14.0;13/03/2020
2796;1100735;1226;3909237;24.0;23/09/2020
2026;1100745;1940;3184840;30.0;07/07/2020
2155;1100747;4490;8351248;29.0;08/09/2020
2447;1100754;4913;3103945;74.0;02/10/2020
2255;1100764;3916;3467919;33.0;18/04/2020
2278;1100767;3643;9239330;3.0;21/01/2020
2327;1100772;4122;1918066;26.0;02/05/2020
2110;1100779;4559;2145398;16.0;31/01/2020
2914;1100784;2300;8282684;96.0;08/01/2020
2846;1100792;4407;7150445;57.0;24/02/2020
2839;1100795;3782;4955845;8.0;21/03/2020
2443;1100798;1726;1858340;25.0;20/11/2020
2302;1100805;1577;5602818;38.0;12/09/2020
2293;1100808;3364;2741245;91.0;13/03/2020
2679;1100813;3606;2929096;33.0;17/11/2020
2684;1100820;2441;7117018;34.0;17/02/2020
2739;1100830;3388;7989423;86.0;22/12/2020
2847;1100832;4947;1951731;5.0;04/02/2020
2165;1100836;4800;8480125;38.0;01/11/2020
2726;1100837;3588;2193575;64.0;19/01/2020
2772;1100839;4117;1626008;84.0;29/11/2020
2984;1100848;3016;1952102;96.0;10/08/2020
2042;1100852;2173;8882510;96.0;03/07/2020
2969;1100855;3815;2356870;18.0;07/09/2020
2300;1100858;3687;8397583;7.0;16/03/2020
2059;1100865;3611;5538415;3.0;30/07/2020
2774;1100874;1878;4027976;54.0;10/12/2020
2075;1100876;1666;4200636;10.0;26/07/2020
2563;1100886;4645;7690997;78.0;27/05/2020
2054;1100889;4953;2298358;64.0;24/05/2020
2333;1100891;2785;7929442;59.0;12/04/2020
2304;1100892;3591;2288662;88.0;13/03/2020
2448;1100900;3250;4918097;63.0;19/08/2020
2911;1100901;3464;9168959;38.0;23/01/2020
2618;1100911;1310;4161178;56.0;13/01/2020
2571;1100918;1245;6902657;75.0;02/03/2020
2828;1100926;4109;5814023;72.0;29/06/2020
2052;1100934;2989;6566169;33.0;16/07/2020
2877;1100941;1480;1691972;34.0;05/03/2020
2951;1100945;4379;9192109;66.0;05/05/2020
2281;1100948;3716;4989251;22.0;23/11/2020
2831;1100956;2146;9249375;36.0;02/11/2020
2539;1100957;3844;9162461;46.0;27/03/2020
2403;1100965;2394;2337598;76.0;05/09/2020
2371;1100975;1322;5034576;22.0;03/06/2020
2561;1100978;3616;4329047;62.0;21/01/2020
2818;1100985;1353;6030065;16.0;15/03/2020
2121;1100994;1219;8778538;38.0;07/04/2020
2177;1101004;4145;7655993;38.0;04/03/2020
2772;1101006;2406;7420880;32.0;19/12/2020
2069;1101010;3956;4809772;56.0;21/12/2020
2358;1101012;2956;1807638;64.0;18/02/2020
2152;1101013;1110;6095754;43.0;31/03/2020
2708;1101017;3252;6759634;64.0;05/10/2020
2781;1101025;3432;7418470;9.0;19/11/2020
2193;1101030;1134;7326815;29.0;23/10/2020
2148;1101035;2019;1923342;47.0;24/11/2020
2868;1101038;1114;2691742;18.0;30/09/2020
2881;1101041;1280;8318231;2.0;09/01/2020
2362;1101045;3053;1427939;55.0;10/04/2020
2752;1101052;4840;4754503;89.0;30/04/2020
2069;1101055;4953;8353050;86.0;01/11/2020
2215;1101058;1583;6309989;79.0;08/05/2020
2608;1101066;4002;1665534;41.0;22/09/2020
2182;1101067;1973;5582305;11.0;03/12/2020
2687;1101068;4306;8018713;21.0;15/11/2020
2916;1101071;3839;8826707;58.0;28/10/2020
2724;1101072;3957;5617038;96.0;20/08/2020
2356;1101078;1443;6164668;7.0;07/09/2020
2930;1101088;4955;3732269;51.0;29/05/2020
2524;1101091;4508;4614972;59.0;21/08/2020
2209;1101093;4015;4521043;75.0;15/08/2020
2060;1101097;3823;6729679;9.0;26/07/2020
2696;1101106;3195;2119657;72.0;19/10/2020
2141;1101108;4492;4658043;81.0;05/06/2020
2101;1101117;3839;7099362;79.0;24/06/2020
2462;1101125;1133;7558132;71.0;09/12/2020
2280;1101128;3297;7969319;72.0;04/12/2020
2694;1101137;3030;1962206;55.0;12/10/2020
2314;1101138;2237;7988256;42.0;13/09/2020
2609;1101146;4678;5786395;93.0;18/06/2020
2222;1101154;1339;8426216;100.0;08/03/2020
2500;1101160;2184;2753260;88.0;26/07/2020
2721;1101168;4120;6814914;4.0;20/02/2020
2828;1101171;4661;8060207;33.0;29/09/2020
2148;1101174;3415;2733370;62.0;08/10/2020
2567;1101175;4388;3467529;56.0;04/01/2020
2589;1101184;3295;6546864;92.0;17/09/2020
2957;1101185;3065;2582830;75.0;30/08/2020
2544;1101194;1289;8852126;45.0;23/06/2020
2651;1101200;2179;2672634;9.0;05/09/2020
2891;1101206;3164;5442287;40.0;20/04/2020
2340;1101210;4056;5506184;92.0;21/08/2020
2304;1101213;1027;3003978;45.0;21/09/2020
2074;1101220;1613;7498403;85.0;28/04/2020
2656;1101222;4883;5854154;10.0;20/12/2020
2717;1101225;1487;8885890;56.0;09/02/2020
2699;1101233;1808;5106766;11.0;01/12/2020
2805;1101234;2967;2428369;51.0;05/04/2020
2116;1101240;2061;4030757;33.0;03/06/2020
2554;1101241;4977;7834321;87.0;19/08/2020
2015;1101242;4347;3948806;66.0;08/02/2020
2687;1101243;1347;6427765;34.0;03/12/2020
2281;1101247;3456;8004637;86.0;21/02/2020
